Sat Feb  9 15:37:56 IST 2019 Starting master on big-vm
2019-02-09 15:38:02,049 INFO  [main] zookeeper.ZooKeeper: Client environment:java.class.path=/opt/hbase/hbase-1.2.10/conf:/usr/lib/jvm/java-8-openjdk-amd64/lib/tools.jar:/opt/hbase/hbase-1.2.10:/opt/hbase/hbase-1.2.10/lib/activation-1.1.jar:/opt/hbase/hbase-1.2.10/lib/aopalliance-1.0.jar:/opt/hbase/hbase-1.2.10/lib/apacheds-i18n-2.0.0-M15.jar:/opt/hbase/hbase-1.2.10/lib/apacheds-kerberos-codec-2.0.0-M15.jar:/opt/hbase/hbase-1.2.10/lib/api-asn1-api-1.0.0-M20.jar:/opt/hbase/hbase-1.2.10/lib/api-util-1.0.0-M20.jar:/opt/hbase/hbase-1.2.10/lib/asm-3.1.jar:/opt/hbase/hbase-1.2.10/lib/avro-1.7.4.jar:/opt/hbase/hbase-1.2.10/lib/commons-beanutils-1.7.0.jar:/opt/hbase/hbase-1.2.10/lib/commons-beanutils-core-1.8.0.jar:/opt/hbase/hbase-1.2.10/lib/commons-cli-1.2.jar:/opt/hbase/hbase-1.2.10/lib/commons-codec-1.9.jar:/opt/hbase/hbase-1.2.10/lib/commons-collections-3.2.2.jar:/opt/hbase/hbase-1.2.10/lib/commons-compress-1.4.1.jar:/opt/hbase/hbase-1.2.10/lib/commons-configuration-1.6.jar:/opt/hbase/hbase-1.2.10/lib/commons-daemon-1.0.13.jar:/opt/hbase/hbase-1.2.10/lib/commons-digester-1.8.jar:/opt/hbase/hbase-1.2.10/lib/commons-el-1.0.jar:/opt/hbase/hbase-1.2.10/lib/commons-httpclient-3.1.jar:/opt/hbase/hbase-1.2.10/lib/commons-io-2.4.jar:/opt/hbase/hbase-1.2.10/lib/commons-lang-2.6.jar:/opt/hbase/hbase-1.2.10/lib/commons-logging-1.2.jar:/opt/hbase/hbase-1.2.10/lib/commons-math-2.2.jar:/opt/hbase/hbase-1.2.10/lib/commons-math3-3.1.1.jar:/opt/hbase/hbase-1.2.10/lib/commons-net-3.1.jar:/opt/hbase/hbase-1.2.10/lib/disruptor-3.3.0.jar:/opt/hbase/hbase-1.2.10/lib/findbugs-annotations-1.3.9-1.jar:/opt/hbase/hbase-1.2.10/lib/guava-12.0.1.jar:/opt/hbase/hbase-1.2.10/lib/guice-3.0.jar:/opt/hbase/hbase-1.2.10/lib/guice-servlet-3.0.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-annotations-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-auth-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-client-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-common-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-hdfs-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-mapreduce-client-app-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-mapreduce-client-common-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-mapreduce-client-core-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-mapreduce-client-jobclient-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-mapreduce-client-shuffle-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-yarn-api-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-yarn-client-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-yarn-common-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hadoop-yarn-server-common-2.5.1.jar:/opt/hbase/hbase-1.2.10/lib/hbase-annotations-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-annotations-1.2.10-tests.jar:/opt/hbase/hbase-1.2.10/lib/hbase-client-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-common-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-common-1.2.10-tests.jar:/opt/hbase/hbase-1.2.10/lib/hbase-examples-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-external-blockcache-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-hadoop2-compat-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-hadoop-compat-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-it-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-it-1.2.10-tests.jar:/opt/hbase/hbase-1.2.10/lib/hbase-prefix-tree-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-procedure-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-protocol-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-resource-bundle-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-rest-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-server-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-server-1.2.10-tests.jar:/opt/hbase/hbase-1.2.10/lib/hbase-shell-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/hbase-thrift-1.2.10.jar:/opt/hbase/hbase-1.2.10/lib/htrace-core-3.1.0-incubating.jar:/opt/hbase/hbase-1.2.10/lib/httpclient-4.2.5.jar:/opt/hbase/hbase-1.2.10/lib/httpcore-4.4.1.jar:/opt/hbase/hbase-1.2.10/lib/jackson-core-asl-1.9.13.jar:/opt/hbase/hbase-1.2.10/lib/jackson-jaxrs-1.9.13.jar:/opt/hbase/hbase-1.2.10/lib/jackson-mapper-asl-1.9.13.jar:/opt/hbase/hbase-1.2.10/lib/jackson-xc-1.9.13.jar:/opt/hbase/hbase-1.2.10/lib/jamon-runtime-2.4.1.jar:/opt/hbase/hbase-1.2.10/lib/jasper-compiler-5.5.23.jar:/opt/hbase/hbase-1.2.10/lib/jasper-runtime-5.5.23.jar:/opt/hbase/hbase-1.2.10/lib/javax.inject-1.jar:/opt/hbase/hbase-1.2.10/lib/java-xmlbuilder-0.4.jar:/opt/hbase/hbase-1.2.10/lib/jaxb-api-2.2.2.jar:/opt/hbase/hbase-1.2.10/lib/jaxb-impl-2.2.3-1.jar:/opt/hbase/hbase-1.2.10/lib/jcodings-1.0.8.jar:/opt/hbase/hbase-1.2.10/lib/jersey-client-1.9.jar:/opt/hbase/hbase-1.2.10/lib/jersey-core-1.9.jar:/opt/hbase/hbase-1.2.10/lib/jersey-guice-1.9.jar:/opt/hbase/hbase-1.2.10/lib/jersey-json-1.9.jar:/opt/hbase/hbase-1.2.10/lib/jersey-server-1.9.jar:/opt/hbase/hbase-1.2.10/lib/jets3t-0.9.0.jar:/opt/hbase/hbase-1.2.10/lib/jettison-1.3.3.jar:/opt/hbase/hbase-1.2.10/lib/jetty-6.1.26.jar:/opt/hbase/hbase-1.2.10/lib/jetty-sslengine-6.1.26.jar:/opt/hbase/hbase-1.2.10/lib/jetty-util-6.1.26.jar:/opt/hbase/hbase-1.2.10/lib/joni-2.1.2.jar:/opt/hbase/hbase-1.2.10/lib/jruby-complete-1.6.8.jar:/opt/hbase/hbase-1.2.10/lib/jsch-0.1.42.jar:/opt/hbase/hbase-1.2.10/lib/jsp-2.1-6.1.14.jar:/opt/hbase/hbase-1.2.10/lib/jsp-api-2.1-6.1.14.jar:/opt/hbase/hbase-1.2.10/lib/junit-4.12.jar:/opt/hbase/hbase-1.2.10/lib/leveldbjni-all-1.8.jar:/opt/hbase/hbase-1.2.10/lib/libthrift-0.9.3.jar:/opt/hbase/hbase-1.2.10/lib/log4j-1.2.17.jar:/opt/hbase/hbase-1.2.10/lib/metrics-core-2.2.0.jar:/opt/hbase/hbase-1.2.10/lib/netty-all-4.0.50.Final.jar:/opt/hbase/hbase-1.2.10/lib/paranamer-2.3.jar:/opt/hbase/hbase-1.2.10/lib/protobuf-java-2.5.0.jar:/opt/hbase/hbase-1.2.10/lib/servlet-api-2.5-6.1.14.jar:/opt/hbase/hbase-1.2.10/lib/servlet-api-2.5.jar:/opt/hbase/hbase-1.2.10/lib/slf4j-api-1.7.7.jar:/opt/hbase/hbase-1.2.10/lib/slf4j-log4j12-1.7.5.jar:/opt/hbase/hbase-1.2.10/lib/snappy-java-1.0.4.1.jar:/opt/hbase/hbase-1.2.10/lib/spymemcached-2.11.6.jar:/opt/hbase/hbase-1.2.10/lib/xmlenc-0.52.jar:/opt/hbase/hbase-1.2.10/lib/xz-1.0.jar:/opt/hbase/hbase-1.2.10/lib/zookeeper-3.4.6.jar:/opt/hadoop/hadoop-2.7.3/etc/hadoop:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/curator-recipes-2.7.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jsr305-3.0.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-math3-3.1.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jackson-xc-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/stax-api-1.0-2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/hamcrest-core-1.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jaxb-api-2.2.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/apacheds-i18n-2.0.0-M15.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/xmlenc-0.52.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/asm-3.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jetty-6.1.26.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/zookeeper-3.4.6.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-beanutils-1.7.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-logging-1.1.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/htrace-core-3.1.0-incubating.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-codec-1.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jersey-json-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/mockito-all-1.8.5.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-configuration-1.6.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jettison-1.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/api-util-1.0.0-M20.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-compress-1.4.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jaxb-impl-2.2.3-1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-net-3.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jsp-api-2.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jersey-core-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jackson-core-asl-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/hadoop-annotations-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-digester-1.8.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-httpclient-3.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/httpcore-4.2.5.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/curator-framework-2.7.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/netty-3.6.2.Final.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jackson-mapper-asl-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/gson-2.2.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jets3t-0.9.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-lang-2.6.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-collections-3.2.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/xz-1.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/java-xmlbuilder-0.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/log4j-1.2.17.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/junit-4.11.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/apacheds-kerberos-codec-2.0.0-M15.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/protobuf-java-2.5.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-io-2.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/api-asn1-api-1.0.0-M20.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/slf4j-api-1.7.10.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-beanutils-core-1.8.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/httpclient-4.2.5.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/curator-client-2.7.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/servlet-api-2.5.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/slf4j-log4j12-1.7.10.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/avro-1.7.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jsch-0.1.42.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/snappy-java-1.0.4.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/hadoop-auth-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jersey-server-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/activation-1.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jetty-util-6.1.26.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/jackson-jaxrs-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/paranamer-2.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/commons-cli-1.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/lib/guava-11.0.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/hadoop-common-2.7.3-tests.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/hadoop-common-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/common/hadoop-nfs-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/xercesImpl-2.9.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/jsr305-3.0.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/xmlenc-0.52.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/asm-3.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/jetty-6.1.26.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/commons-logging-1.1.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/htrace-core-3.1.0-incubating.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/commons-codec-1.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/jersey-core-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/jackson-core-asl-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/netty-all-4.0.23.Final.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/leveldbjni-all-1.8.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/netty-3.6.2.Final.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/jackson-mapper-asl-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/commons-lang-2.6.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/log4j-1.2.17.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/protobuf-java-2.5.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/commons-io-2.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/commons-daemon-1.0.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/servlet-api-2.5.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/xml-apis-1.3.04.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/jersey-server-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/jetty-util-6.1.26.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/commons-cli-1.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/lib/guava-11.0.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/hadoop-hdfs-2.7.3-tests.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/hadoop-hdfs-nfs-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/hdfs/hadoop-hdfs-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jsr305-3.0.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jackson-xc-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/zookeeper-3.4.6-tests.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/stax-api-1.0-2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jersey-guice-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jaxb-api-2.2.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/asm-3.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jetty-6.1.26.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/zookeeper-3.4.6.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/commons-logging-1.1.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/commons-codec-1.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jersey-json-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jettison-1.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/commons-compress-1.4.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jaxb-impl-2.2.3-1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jersey-core-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jackson-core-asl-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/javax.inject-1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/leveldbjni-all-1.8.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/netty-3.6.2.Final.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jackson-mapper-asl-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jersey-client-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/commons-lang-2.6.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/commons-collections-3.2.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/xz-1.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/aopalliance-1.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/log4j-1.2.17.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/guice-3.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/protobuf-java-2.5.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/commons-io-2.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/guice-servlet-3.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/servlet-api-2.5.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jersey-server-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/activation-1.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jetty-util-6.1.26.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/jackson-jaxrs-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/commons-cli-1.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/lib/guava-11.0.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-common-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-api-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-server-nodemanager-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-server-web-proxy-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-registry-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-applications-unmanaged-am-launcher-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-applications-distributedshell-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-server-applicationhistoryservice-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-server-common-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-server-resourcemanager-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-server-tests-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-client-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/yarn/hadoop-yarn-server-sharedcachemanager-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/jersey-guice-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/hamcrest-core-1.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/asm-3.2.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/commons-compress-1.4.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/jersey-core-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/jackson-core-asl-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/hadoop-annotations-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/javax.inject-1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/leveldbjni-all-1.8.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/netty-3.6.2.Final.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/jackson-mapper-asl-1.9.13.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/xz-1.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/aopalliance-1.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/log4j-1.2.17.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/junit-4.11.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/guice-3.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/protobuf-java-2.5.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/commons-io-2.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/guice-servlet-3.0.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/avro-1.7.4.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/snappy-java-1.0.4.1.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/jersey-server-1.9.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/lib/paranamer-2.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-client-shuffle-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-client-hs-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-client-jobclient-2.7.3-tests.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-client-jobclient-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-client-app-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-client-common-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-client-core-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-examples-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/share/hadoop/mapreduce/hadoop-mapreduce-client-hs-plugins-2.7.3.jar:/opt/hadoop/hadoop-2.7.3/contrib/capacity-scheduler/*.jar
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:java.io.tmpdir=/tmp
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:java.compiler=<NA>
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:os.name=Linux
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:os.arch=amd64
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:os.version=4.13.0-46-generic
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:user.name=root
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:user.home=/root
2019-02-09 15:38:02,050 INFO  [main] zookeeper.ZooKeeper: Client environment:user.dir=/opt/hbase/hbase-1.2.10/bin
2019-02-09 15:38:02,052 INFO  [main] zookeeper.ZooKeeper: Initiating client connection, connectString=localhost:2181 sessionTimeout=90000 watcher=master:160000x0, quorum=localhost:2181, baseZNode=/hbase
2019-02-09 15:38:02,080 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 15:38:02,084 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Socket connection established to localhost/127.0.0.1:2181, initiating session
